update_id,source_key,source_record_id,record_type,title,agency,program_focus,topic_keys,posted_date,updated_date,due_date,effective_date,docket_id,regulation_id,grant_id,opportunity_id,contract_id,vendor_keys_mentioned,rht_flag,comment_required_flag,action_required_by,importance_score,predictive_value_usd,score_evidence_json,summary,document_url,source_url,last_checked_at
upd-4fc5ce4f55e7e824,cms_data,ijh5-nb2v,dataset_signal,Medicare Claims Quality Measures,Centers for Medicare & Medicaid Services (CMS),claims;cms;medicaid;medicare;quality,claims;cms;medicaid;medicare;quality,2026-06-24,2026-06-01,2026-07-29,,,,,,,,false,false,,38,,"{""dataset_id"":""ijh5-nb2v"",""issued_date"":""2023-06-01"",""matched_keywords"":[""claims"",""CMS"",""Medicaid"",""Medicare"",""quality measures""],""modified_date"":""2026-06-01"",""next_update_date"":""2026-07-29"",""program_focus"":[""claims"",""cms"",""medicaid"",""medicare"",""quality""],""released_date"":""2026-06-24"",""rht_flag"":false,""score_version"":""placeholder-rule-v1"",""source_file"":""data/cms_provider_data.csv"",""topic_keys"":[""claims"",""cms"",""medicaid"",""medicare"",""quality""]}",Quality measures that are based on Medicare claims data. Each row contains a specific quality measure for a specific nursing home and includes the risk-adjusted score.,https://data.cms.gov/provider-data/sites/default/files/resources/236a07ef8100190a421a2e072b305551_1781194536/NH_QualityMsr_Claims_Jun2026.csv,https://data.cms.gov/provider-data/dataset/ijh5-nb2v,
upd-2eea52e126a28c59,cms_data,fp6g-2gsn,dataset_signal,Long-Term Care Hospital - Provider Data,Centers for Medicare & Medicaid Services (CMS),cms;medicaid;medicare;provider_data;quality,cms;medicaid;medicare;provider_data;quality,2026-06-24,2026-05-12,,,,,,,,,false,false,,38,,"{""dataset_id"":""fp6g-2gsn"",""issued_date"":""2026-05-12"",""matched_keywords"":[""CMS"",""Medicaid"",""Medicare"",""provider data""],""modified_date"":""2026-05-12"",""program_focus"":[""cms"",""medicaid"",""medicare"",""provider_data"",""quality""],""released_date"":""2026-06-24"",""rht_flag"":false,""score_version"":""placeholder-rule-v1"",""source_file"":""data/cms_provider_data.csv"",""topic_keys"":[""cms"",""medicaid"",""medicare"",""provider_data"",""quality""]}",A list of long-term care hospitals with data on the quality of patient care measures shown on Long-Term Care Hospital Compare.,https://data.cms.gov/provider-data/sites/default/files/resources/217fdde941fd3ba9e7b77277a6610b01_1781037952/Long-Term_Care_Hospital-Provider_Data_Jun2026.csv,https://data.cms.gov/provider-data/dataset/fp6g-2gsn,
upd-515f13f87aca7a4b,cms_data,v9e4-nwhh,dataset_signal,Inpatient Rehabilitation Facility - Provider Data,Centers for Medicare & Medicaid Services (CMS),cms;medicaid;medicare;provider_data;quality,cms;medicaid;medicare;provider_data;quality,2026-06-24,2026-06-16,,,,,,,,,false,false,,38,,"{""dataset_id"":""v9e4-nwhh"",""issued_date"":""2026-05-06"",""matched_keywords"":[""CMS"",""Medicaid"",""Medicare"",""provider data""],""modified_date"":""2026-06-16"",""program_focus"":[""cms"",""medicaid"",""medicare"",""provider_data"",""quality""],""released_date"":""2026-06-24"",""rht_flag"":false,""score_version"":""placeholder-rule-v1"",""source_file"":""data/cms_provider_data.csv"",""topic_keys"":[""cms"",""medicaid"",""medicare"",""provider_data"",""quality""]}",A list of inpatient rehabilitation facilities with data on the quality of patient care measures shown on Inpatient Rehabilitation Facility Compare.,https://data.cms.gov/provider-data/sites/default/files/resources/864d8ff2767c23a31e53bd5cd04e4715_1781623441/Inpatient_Rehabilitation_Facility-Provider_Data_Jun2026_b.csv,https://data.cms.gov/provider-data/dataset/v9e4-nwhh,
upd-b1a2be0bf32e04c1,cms_data,djen-97ju,dataset_signal,MDS Quality Measures,Centers for Medicare & Medicaid Services (CMS),cms;medicaid;medicare;quality,cms;medicaid;medicare;quality,2026-06-24,2026-06-01,2026-07-29,,,,,,,,false,false,,34,,"{""dataset_id"":""djen-97ju"",""issued_date"":""2023-06-01"",""matched_keywords"":[""CMS"",""Medicaid"",""Medicare"",""quality measures""],""modified_date"":""2026-06-01"",""next_update_date"":""2026-07-29"",""program_focus"":[""cms"",""medicaid"",""medicare"",""quality""],""released_date"":""2026-06-24"",""rht_flag"":false,""score_version"":""placeholder-rule-v1"",""source_file"":""data/cms_provider_data.csv"",""topic_keys"":[""cms"",""medicaid"",""medicare"",""quality""]}",Quality measures that are based on the resident assessments that make up the nursing home Minimum Data Set (MDS). Each row contains a specific quality measure for a specific nursing home and includes the 4-quarter score average and scores for each individual quarter.,https://data.cms.gov/provider-data/sites/default/files/resources/954f3050edf6e207d4c7a38da9c2b8d4_1781194536/NH_QualityMsr_MDS_Jun2026.csv,https://data.cms.gov/provider-data/dataset/djen-97ju,
upd-51b5f5e4aa597ce8,cms_data,5zdx-ny2x,dataset_signal,Long-Term Care Hospital - National Data,Centers for Medicare & Medicaid Services (CMS),cms;medicaid;medicare;quality,cms;medicaid;medicare;quality,2026-06-24,2026-05-12,,,,,,,,,false,false,,34,,"{""dataset_id"":""5zdx-ny2x"",""issued_date"":""2026-05-12"",""matched_keywords"":[""CMS"",""Medicaid"",""Medicare""],""modified_date"":""2026-05-12"",""program_focus"":[""cms"",""medicaid"",""medicare"",""quality""],""released_date"":""2026-06-24"",""rht_flag"":false,""score_version"":""placeholder-rule-v1"",""source_file"":""data/cms_provider_data.csv"",""topic_keys"":[""cms"",""medicaid"",""medicare"",""quality""]}",National data on the quality of patient care measures shown on Long-Term Care Hospital Compare.,https://data.cms.gov/provider-data/sites/default/files/resources/b3aa416484a408c3613270a9742de5be_1781037953/Long-Term_Care_Hospital-National_Data_Jun2026.csv,https://data.cms.gov/provider-data/dataset/5zdx-ny2x,
upd-86fc8c08df540182,cms_data,azum-44iv,dataset_signal,Long-Term Care Hospital - General Information,Centers for Medicare & Medicaid Services (CMS),cms;medicaid;medicare;quality,cms;medicaid;medicare;quality,2026-06-24,2026-05-12,,,,,,,,,false,false,,34,,"{""dataset_id"":""azum-44iv"",""issued_date"":""2026-05-12"",""matched_keywords"":[""CMS"",""Medicaid"",""Medicare""],""modified_date"":""2026-05-12"",""program_focus"":[""cms"",""medicaid"",""medicare"",""quality""],""released_date"":""2026-06-24"",""rht_flag"":false,""score_version"":""placeholder-rule-v1"",""source_file"":""data/cms_provider_data.csv"",""topic_keys"":[""cms"",""medicaid"",""medicare"",""quality""]}","A list of long-term care hospitals with information such as address, phone number, ownership data and more.",https://data.cms.gov/provider-data/sites/default/files/resources/c3ce320ddf464b5df1bceae3f55da0d5_1781037952/Long-Term_Care_Hospital-General_Information_Jun2026.csv,https://data.cms.gov/provider-data/dataset/azum-44iv,
upd-376a7282ff31ac42,cms_data,nasn-k89k,dataset_signal,Inpatient Rehabilitation Facility - National Data,Centers for Medicare & Medicaid Services (CMS),cms;medicaid;medicare;quality,cms;medicaid;medicare;quality,2026-06-24,2026-06-16,,,,,,,,,false,false,,34,,"{""dataset_id"":""nasn-k89k"",""issued_date"":""2026-05-06"",""matched_keywords"":[""CMS"",""Medicaid"",""Medicare""],""modified_date"":""2026-06-16"",""program_focus"":[""cms"",""medicaid"",""medicare"",""quality""],""released_date"":""2026-06-24"",""rht_flag"":false,""score_version"":""placeholder-rule-v1"",""source_file"":""data/cms_provider_data.csv"",""topic_keys"":[""cms"",""medicaid"",""medicare"",""quality""]}",National data on the quality of patient care measures shown on Inpatient Rehabilitation Facility Compare.,https://data.cms.gov/provider-data/sites/default/files/resources/ec5717009c1e1ebde8ff59cc8a74fbcd_1781623441/Inpatient_Rehabilitation_Facility-National_Data_Jun2026_b.csv,https://data.cms.gov/provider-data/dataset/nasn-k89k,
upd-8573a9037d4ff8ef,cms_data,7t8x-u3ir,dataset_signal,Inpatient Rehabilitation Facility - General Information,Centers for Medicare & Medicaid Services (CMS),cms;medicaid;medicare;quality,cms;medicaid;medicare;quality,2026-06-24,2026-06-16,,,,,,,,,false,false,,34,,"{""dataset_id"":""7t8x-u3ir"",""issued_date"":""2026-05-06"",""matched_keywords"":[""CMS"",""Medicaid"",""Medicare""],""modified_date"":""2026-06-16"",""program_focus"":[""cms"",""medicaid"",""medicare"",""quality""],""released_date"":""2026-06-24"",""rht_flag"":false,""score_version"":""placeholder-rule-v1"",""source_file"":""data/cms_provider_data.csv"",""topic_keys"":[""cms"",""medicaid"",""medicare"",""quality""]}",This dataset shows characteristics of the inpatient rehabilitation facilities that are shown on Inpatient Rehabilitation Facility Compare.,https://data.cms.gov/provider-data/sites/default/files/resources/5ebf2040f6f206a89a6354611e7856a6_1781623440/Inpatient_Rehabilitation_Facility-General_Information_Jun2026_b.csv,https://data.cms.gov/provider-data/dataset/7t8x-u3ir,
upd-00c65560cdd40e44,cms_data,ka5z-ibe3,dataset_signal,Inpatient Rehabilitation Facility - Conditions,Centers for Medicare & Medicaid Services (CMS),cms;medicaid;medicare;quality,cms;medicaid;medicare;quality,2026-06-24,2026-06-16,,,,,,,,,false,false,,34,,"{""dataset_id"":""ka5z-ibe3"",""issued_date"":""2026-05-06"",""matched_keywords"":[""CMS"",""Medicaid"",""Medicare""],""modified_date"":""2026-06-16"",""program_focus"":[""cms"",""medicaid"",""medicare"",""quality""],""released_date"":""2026-06-24"",""rht_flag"":false,""score_version"":""placeholder-rule-v1"",""source_file"":""data/cms_provider_data.csv"",""topic_keys"":[""cms"",""medicaid"",""medicare"",""quality""]}",A list of inpatient rehabilitation facilities with data on the number of times people with Medicare who had certain medical conditions were treated in the last year.,https://data.cms.gov/provider-data/sites/default/files/resources/e8a0b419d4a239fe7660a45556569eca_1781623442/Inpatient_Rehabilitation_Facility-Conditions_Jun2026_b.csv,https://data.cms.gov/provider-data/dataset/ka5z-ibe3,
upd-71496320a4226ca1,cms_data,tbry-pc2d,dataset_signal,Survey Summary,Centers for Medicare & Medicaid Services (CMS),cms;medicaid;medicare,cms;medicaid;medicare,2026-06-24,2026-06-01,2026-07-29,,,,,,,,false,false,,30,,"{""dataset_id"":""tbry-pc2d"",""issued_date"":""2023-06-01"",""matched_keywords"":[""CMS"",""Medicaid"",""Medicare""],""modified_date"":""2026-06-01"",""next_update_date"":""2026-07-29"",""program_focus"":[""cms"",""medicaid"",""medicare""],""released_date"":""2026-06-24"",""rht_flag"":false,""score_version"":""placeholder-rule-v1"",""source_file"":""data/cms_provider_data.csv"",""topic_keys"":[""cms"",""medicaid"",""medicare""]}","Nursing home summary information for nursing home health, fire safety, infection control, and complaint inspections in the last three years, including dates of the three most recent inspections (including those with no citations), and counts of citations, overall and within specified categories. Data are presented as one inspection per provider. Citation counts also include citations from infection control surveys and complaint inspections.",https://data.cms.gov/provider-data/sites/default/files/resources/dbad3e484bdbc52e572454ddcff02919_1781194539/NH_SurveySummary_Jun2026.csv,https://data.cms.gov/provider-data/dataset/tbry-pc2d,
upd-2bde718f9baae44d,cms_data,hicp-9999,dataset_signal,State-Level Health Inspection Cut Points,Centers for Medicare & Medicaid Services (CMS),cms;medicaid;medicare,cms;medicaid;medicare,2026-06-24,2026-06-01,2026-07-29,,,,,,,,false,false,,30,,"{""dataset_id"":""hicp-9999"",""issued_date"":""2021-04-01"",""matched_keywords"":[""CMS"",""Medicaid"",""Medicare""],""modified_date"":""2026-06-01"",""next_update_date"":""2026-07-29"",""program_focus"":[""cms"",""medicaid"",""medicare""],""released_date"":""2026-06-24"",""rht_flag"":false,""score_version"":""placeholder-rule-v1"",""source_file"":""data/cms_provider_data.csv"",""topic_keys"":[""cms"",""medicaid"",""medicare""]}",State-specific ranges for the weighted health inspection score for each health inspection star rating category. Data are presented as one row per state or territory.,https://data.cms.gov/provider-data/sites/default/files/resources/a7153b1e39d5a6068deb8f59cd4c74f1_1781194540/NH_HlthInspecCutpointsState_Jun2026.csv,https://data.cms.gov/provider-data/dataset/hicp-9999,
upd-bf6f93ca5ea7f047,cms_data,g6vv-u9sr,dataset_signal,Penalties,Centers for Medicare & Medicaid Services (CMS),cms;medicaid;medicare,cms;medicaid;medicare,2026-06-24,2026-06-01,2026-07-29,,,,,,,,false,false,,30,,"{""dataset_id"":""g6vv-u9sr"",""issued_date"":""2026-06-01"",""matched_keywords"":[""CMS"",""Medicaid"",""Medicare""],""modified_date"":""2026-06-01"",""next_update_date"":""2026-07-29"",""program_focus"":[""cms"",""medicaid"",""medicare""],""released_date"":""2026-06-24"",""rht_flag"":false,""score_version"":""placeholder-rule-v1"",""source_file"":""data/cms_provider_data.csv"",""topic_keys"":[""cms"",""medicaid"",""medicare""]}",A list of the fines and payment denials received by nursing homes in the last three years.,https://data.cms.gov/provider-data/sites/default/files/resources/774fbb566fa65ae3d0d099efe6e41d6e_1781194537/NH_Penalties_Jun2026.csv,https://data.cms.gov/provider-data/dataset/g6vv-u9sr,
upd-9d7527cdd62fdc9b,cms_data,y2hd-n93e,dataset_signal,Ownership,Centers for Medicare & Medicaid Services (CMS),cms;medicaid;medicare,cms;medicaid;medicare,2026-06-24,2026-06-01,2026-07-29,,,,,,,,false,false,,30,,"{""dataset_id"":""y2hd-n93e"",""issued_date"":""2023-06-01"",""matched_keywords"":[""CMS"",""Medicaid"",""Medicare""],""modified_date"":""2026-06-01"",""next_update_date"":""2026-07-29"",""program_focus"":[""cms"",""medicaid"",""medicare""],""released_date"":""2026-06-24"",""rht_flag"":false,""score_version"":""placeholder-rule-v1"",""source_file"":""data/cms_provider_data.csv"",""topic_keys"":[""cms"",""medicaid"",""medicare""]}",A list of ownership information for currently active nursing homes.,https://data.cms.gov/provider-data/sites/default/files/resources/211fec82817d05edbce24f590f73fa9e_1781194537/NH_Ownership_Jun2026.csv,https://data.cms.gov/provider-data/dataset/y2hd-n93e,
upd-843133035dd29664,cms_data,svdt-c123,dataset_signal,Inspection Dates,Centers for Medicare & Medicaid Services (CMS),cms;medicaid;medicare,cms;medicaid;medicare,2026-06-24,2026-06-01,2026-07-29,,,,,,,,false,false,,30,,"{""dataset_id"":""svdt-c123"",""issued_date"":""2023-06-01"",""matched_keywords"":[""CMS"",""Medicaid"",""Medicare""],""modified_date"":""2026-06-01"",""next_update_date"":""2026-07-29"",""program_focus"":[""cms"",""medicaid"",""medicare""],""released_date"":""2026-06-24"",""rht_flag"":false,""score_version"":""placeholder-rule-v1"",""source_file"":""data/cms_provider_data.csv"",""topic_keys"":[""cms"",""medicaid"",""medicare""]}","A list of nursing home inspection dates in the past three years, including health inspections, fire safety inspections, complaint inspections and infection control inspections",https://data.cms.gov/provider-data/sites/default/files/resources/2108ac6f52c67225bd79529dcf3ca8db_1781194540/NH_SurveyDates_Jun2026.csv,https://data.cms.gov/provider-data/dataset/svdt-c123,
upd-0a6d7a6476c61691,cms_data,r5ix-sfxw,dataset_signal,Health Deficiencies,Centers for Medicare & Medicaid Services (CMS),cms;medicaid;medicare,cms;medicaid;medicare,2026-06-24,2026-06-01,2026-07-29,,,,,,,,false,false,,30,,"{""dataset_id"":""r5ix-sfxw"",""issued_date"":""2023-06-01"",""matched_keywords"":[""CMS"",""Medicaid"",""Medicare""],""modified_date"":""2026-06-01"",""next_update_date"":""2026-07-29"",""program_focus"":[""cms"",""medicaid"",""medicare""],""released_date"":""2026-06-24"",""rht_flag"":false,""score_version"":""placeholder-rule-v1"",""source_file"":""data/cms_provider_data.csv"",""topic_keys"":[""cms"",""medicaid"",""medicare""]}","A list of nursing home health citations in the last three years, including the nursing home that received the citation, the associated inspection date, citation tag number and description, scope and severity, the current status of the citation and the correction date. Data are presented as one citation per row.",https://data.cms.gov/provider-data/sites/default/files/resources/a10af81bcb17bd0ae040383b3da50d10_1781194536/NH_HealthCitations_Jun2026.csv,https://data.cms.gov/provider-data/dataset/r5ix-sfxw,
upd-6db27fbec605030f,cms_data,ifjz-ge4w,dataset_signal,Fire Safety Deficiencies,Centers for Medicare & Medicaid Services (CMS),cms;medicaid;medicare,cms;medicaid;medicare,2026-06-24,2026-06-01,2026-07-29,,,,,,,,false,false,,30,,"{""dataset_id"":""ifjz-ge4w"",""issued_date"":""2023-06-01"",""matched_keywords"":[""CMS"",""Medicaid"",""Medicare""],""modified_date"":""2026-06-01"",""next_update_date"":""2026-07-29"",""program_focus"":[""cms"",""medicaid"",""medicare""],""released_date"":""2026-06-24"",""rht_flag"":false,""score_version"":""placeholder-rule-v1"",""source_file"":""data/cms_provider_data.csv"",""topic_keys"":[""cms"",""medicaid"",""medicare""]}","A list of nursing home fire safety citations in the last three years, including the nursing home that received the citation, the associated inspection date, citation tag number and description, scope and severity, the current status of the citation and the correction date. Data are presented as one citation per row.",https://data.cms.gov/provider-data/sites/default/files/resources/052a4fd9573da7245856c043d6536910_1781194535/NH_FireSafetyCitations_Jun2026.csv,https://data.cms.gov/provider-data/dataset/ifjz-ge4w,
upd-547c9573f7524a33,cms_data,tagd-9999,dataset_signal,Citation Code Look-up,Centers for Medicare & Medicaid Services (CMS),cms;medicaid;medicare,cms;medicaid;medicare,2026-06-24,2026-06-01,2026-07-29,,,,,,,,false,false,,30,,"{""dataset_id"":""tagd-9999"",""issued_date"":""2020-09-01"",""matched_keywords"":[""CMS"",""Medicaid"",""Medicare""],""modified_date"":""2026-06-01"",""next_update_date"":""2026-07-29"",""program_focus"":[""cms"",""medicaid"",""medicare""],""released_date"":""2026-06-24"",""rht_flag"":false,""score_version"":""placeholder-rule-v1"",""source_file"":""data/cms_provider_data.csv"",""topic_keys"":[""cms"",""medicaid"",""medicare""]}","This is a look-up table for nursing home inspection citations, providing a text description for each citation or tag code.",https://data.cms.gov/provider-data/sites/default/files/resources/4a06750f1b5c7db8059d83da78bca293_1781194540/NH_CitationDescriptions_Jun2026.csv,https://data.cms.gov/provider-data/dataset/tagd-9999,
upd-09801989703194c4,federal_register,2026-12344,policy_update,Request for Information (RFI): Pharmacy Benefit Manager Compensation and Data Collection,Health and Human Services Department; Centers for Medicare & Medicaid Services,cms;interoperability;medicaid;medicare,cms;interoperability;medicaid;medicare,2026-06-18,2026-07-22,2026-07-20,,CMS-4218-NC,,,,,,false,true,2026-07-20,82,,"{""comment_close_date"":""2026-07-20"",""docket_ids"":[""CMS-4218-NC""],""document_type"":""Proposed Rule"",""matched_keywords"":[""CMS"",""Medicaid"",""Medicare""],""program_focus"":[""cms"",""interoperability"",""medicaid"",""medicare""],""rht_flag"":false,""score_version"":""placeholder-rule-v1"",""source_file"":""data/federal_register_updates.csv"",""source_relevance_score"":82,""topic_keys"":[""cms"",""interoperability"",""medicaid"",""medicare""]}","This request for information (RFI) solicits technical input on the services and business practices of pharmacy benefit managers (""PBMs"") and their affiliates to inform implementation of recent legislation. It specifically focuses on gathering information to inform two specific legislative requirements that are effective beginning calendar year 2028: restrictions on the remuneration that PBMs and their affiliates may receive for services in connection with the utilization of covered Part D drugs; and data reporting requirements.",https://www.federalregister.gov/documents/2026/06/18/2026-12344/request-for-information-rfi-pharmacy-benefit-manager-compensation-and-data-collection,https://www.federalregister.gov/documents/2026/06/18/2026-12344/request-for-information-rfi-pharmacy-benefit-manager-compensation-and-data-collection,2026-07-22T19:01:20Z
upd-764b0a24667aba5a,federal_register,2026-12328,policy_update,Agency Information Collection Activities: Submission for OMB Review; Comment Request,Health and Human Services Department; Centers for Medicare & Medicaid Services,cms;interoperability;medicaid;medicare;quality,cms;interoperability;medicaid;medicare;quality,2026-06-18,2026-07-22,2026-07-20,,Document Identifier: CMS-10752,,,,,,false,true,2026-07-20,82,,"{""comment_close_date"":""2026-07-20"",""docket_ids"":[""Document Identifier: CMS-10752""],""document_type"":""Notice"",""matched_keywords"":[""CMS"",""Medicaid"",""Medicare""],""program_focus"":[""cms"",""interoperability"",""medicaid"",""medicare"",""quality""],""rht_flag"":false,""score_version"":""placeholder-rule-v1"",""source_file"":""data/federal_register_updates.csv"",""source_relevance_score"":82,""topic_keys"":[""cms"",""interoperability"",""medicaid"",""medicare"",""quality""]}","The Centers for Medicare & Medicaid Services (CMS) is announcing an opportunity for the public to comment on CMS' intention to collect information from the public. Under the Paperwork Reduction Act of 1995 (PRA), federal agencies are required to publish notice in the Federal Register concerning each proposed collection of information, including each proposed extension or reinstatement of an existing collection of information, and to allow a second opportunity for public comment on the notice. Interested persons are invited to send comments regarding the burden estimate or any other aspect of this collection of information, including the necessity and utility of the proposed information collection for the proper performance of the agency's functions, the accuracy of the estimated burden, ways to enhance the quality, utility, and clarity of the information to be collected, and the use of automated collection techniques or other forms of information technology to minimize the information collection burden.",https://www.federalregister.gov/documents/2026/06/18/2026-12328/agency-information-collection-activities-submission-for-omb-review-comment-request,https://www.federalregister.gov/documents/2026/06/18/2026-12328/agency-information-collection-activities-submission-for-omb-review-comment-request,2026-07-22T19:01:20Z
upd-d41561d4b35bfbc1,federal_register,2026-12059,policy_update,Medicare Drug Price Negotiation Program and Medicare Prescription Drug Benefit Program,Health and Human Services Department; Centers for Medicare & Medicaid Services,cms;interoperability;medicaid;medicare,cms;interoperability;medicaid;medicare,2026-06-16,2026-07-22,2026-08-17,,CMS-4215-P,,,,,,false,true,2026-08-17,91,,"{""comment_close_date"":""2026-08-17"",""docket_ids"":[""CMS-4215-P""],""document_type"":""Proposed Rule"",""matched_keywords"":[""CMS"",""Medicaid"",""Medicare""],""program_focus"":[""cms"",""interoperability"",""medicaid"",""medicare""],""rht_flag"":false,""score_version"":""placeholder-rule-v1"",""source_file"":""data/federal_register_updates.csv"",""source_relevance_score"":91,""topic_keys"":[""cms"",""interoperability"",""medicaid"",""medicare""]}","This proposed rule would codify the Medicare Drug Price Negotiation Program (""Negotiation Program"") and would establish certain new policies for the Negotiation Program and the Medicare Prescription Drug Benefit Program as required by the Inflation Reduction Act of 2022. This proposed rule would also propose a modification to the fixed combination drug policy.",https://www.federalregister.gov/documents/2026/06/16/2026-12059/medicare-drug-price-negotiation-program-and-medicare-prescription-drug-benefit-program,https://www.federalregister.gov/documents/2026/06/16/2026-12059/medicare-drug-price-negotiation-program-and-medicare-prescription-drug-benefit-program,2026-07-22T19:01:20Z
upd-5602833762afc51b,federal_register,2026-12105,policy_update,Agency Information Collection Activities: Submission for OMB Review; Comment Request,Health and Human Services Department; Centers for Medicare & Medicaid Services,cms;interoperability;medicaid;medicare;quality,cms;interoperability;medicaid;medicare;quality,2026-06-16,2026-07-22,2026-07-16,,Document Identifier: CMS-R-43 and CMS-10791,,,,,,false,true,2026-07-16,82,,"{""comment_close_date"":""2026-07-16"",""docket_ids"":[""Document Identifier: CMS-R-43 and CMS-10791""],""document_type"":""Notice"",""matched_keywords"":[""CMS"",""Medicaid"",""Medicare""],""program_focus"":[""cms"",""interoperability"",""medicaid"",""medicare"",""quality""],""rht_flag"":false,""score_version"":""placeholder-rule-v1"",""source_file"":""data/federal_register_updates.csv"",""source_relevance_score"":82,""topic_keys"":[""cms"",""interoperability"",""medicaid"",""medicare"",""quality""]}","The Centers for Medicare & Medicaid Services (CMS) is announcing an opportunity for the public to comment on CMS' intention to collect information from the public. Under the Paperwork Reduction Act of 1995 (PRA), federal agencies are required to publish notice in the Federal Register concerning each proposed collection of information, including each proposed extension or reinstatement of an existing collection of information, and to allow a second opportunity for public comment on the notice. Interested persons are invited to send comments regarding the burden estimate or any other aspect of this collection of information, including the necessity and utility of the proposed information collection for the proper performance of the agency's functions, the accuracy of the estimated burden, ways to enhance the quality, utility, and clarity of the information to be collected, and the use of automated collection techniques or other forms of information technology to minimize the information collection burden.",https://www.federalregister.gov/documents/2026/06/16/2026-12105/agency-information-collection-activities-submission-for-omb-review-comment-request,https://www.federalregister.gov/documents/2026/06/16/2026-12105/agency-information-collection-activities-submission-for-omb-review-comment-request,2026-07-22T19:01:20Z
upd-4f050eaa77352c1a,grants,grants-361524,grant,Rural Hospital Provider Assistance Program,Health Resources and Services Administration,eligibility;medicare;rht;rural_health,eligibility;hhs;hrsa;medicare;rht;rural_health,2026-06-11,2026-07-24,2026-07-27,,,,grants-361524,,,,true,false,2026-07-27,92,24750000,"{""award_ceiling"":""148000"",""award_floor"":""148000"",""close_date"":""2026-07-27"",""estimated_total_program_funding"":""24750000"",""expected_awards"":167,""matched_keywords"":[""eligibility"",""Medicare"",""rural health""],""opportunity_number"":""HRSA-26-105"",""program_focus"":[""eligibility"",""medicare"",""rht"",""rural_health""],""rht_flag"":true,""score_version"":""placeholder-rule-v1"",""source_file"":""data/federal_grants.csv"",""source_score_evidence_keys"":[""agency_code"",""assistance_listing_number"",""award_ceiling"",""award_floor"",""close_date"",""detail_fetched"",""estimated_total_program_funding"",""expected_awards"",""funding_category"",""keyword_hits"",""rht_flag"",""top_agency_code""],""topic_keys"":[""eligibility"",""hhs"",""hrsa"",""medicare"",""rht"",""rural_health""]}","Others (see text field entitled ""Additional Information on Eligibility"" for clarification); Prior to publishing this NOFO, HRSA published a Federal Register Notice (FRN) detailing the methodology and data sources used to determine eligible hospitals. You can view the FRN at https://www.federalregister.gov/documents/2026/04/29/2026-08300/rural-hospital-provider-assistance-program.You can apply if you: 1) have no more than 50 acute care inpatient beds, 2) have an established wage index value of less than 0.90 as determined by the Secretary of HHS under section 1886(d)(3)(E) of the Social Security Act (42 U.S.C. 1395ww(d)(3)(E)), and 3) are located in a rural area as defined by the Federal Office of Rural Health Policy.",https://www.grants.gov/search-results-detail/361524,,2026-07-24T04:04:00Z
upd-aab5e87c875b770a,grants,grants-362317,grant,Medical Student Education Program (MSE),Health Resources and Services Administration,eligibility;medicaid;review;rht;rural_health,eligibility;grant;hhs;hrsa;mmis;workforce,2026-06-11,2026-07-24,2026-09-01,,,,grants-362317,,,,false,false,2026-09-01,57,13000000,"{""award_ceiling"":""1625000"",""award_floor"":""1000000"",""close_date"":""2026-09-01"",""estimated_total_program_funding"":""13000000"",""expected_awards"":8,""matched_keywords"":[""eligibility"",""MMIS"",""workforce""],""opportunity_number"":""HRSA-27-098"",""program_focus"":[""eligibility"",""medicaid"",""review"",""rht"",""rural_health""],""rht_flag"":false,""score_version"":""placeholder-rule-v1"",""source_file"":""data/federal_grants.csv"",""source_score_evidence_keys"":[""agency_code"",""assistance_listing_number"",""award_ceiling"",""award_floor"",""close_date"",""detail_fetched"",""estimated_total_program_funding"",""expected_awards"",""funding_category"",""keyword_hits"",""rht_flag"",""top_agency_code""],""topic_keys"":[""eligibility"",""grant"",""hhs"",""hrsa"",""mmis"",""workforce""]}","Public and State controlled institutions of higher education; Others (see text field entitled ""Additional Information on Eligibility"" for clarification); To determine eligibility, HRSA uses the National Center for Health Workforce Analysis (NCHWA) projections1 through 2038, which indicate there are 41 states with a projected shortage of primary care physicians. The top quartile of states with projected shortages of primary care physicians include 12 states: Alabama, Arizona, Florida, Georgia, Kentucky, Mississippi, Nevada, New Jersey, Oklahoma, Tennessee, Texas, and Utah. HRSA has identified accredited public, osteopathic and allopathic medical schools in the eligible states using the Commission on Osteopathic College Accreditation (COCA) and Liaison Committee on Medical Education (LCME). Entities with provisional or preliminary accreditation may apply if you meet the eligibility criteria and accreditation documentation requirements from LCME or COCA. Excluding schools with active MSE grants, Appendix A lists the 25 public medical schools in six states that appear eligible for this funding opportunity.Note: Grantees currently receiving MSE funding are not eligible to apply for t...",https://www.grants.gov/search-results-detail/362317,,2026-07-24T04:04:02Z
