update_id,source_key,source_record_id,record_type,title,agency,program_focus,topic_keys,posted_date,updated_date,due_date,effective_date,docket_id,regulation_id,grant_id,opportunity_id,contract_id,vendor_keys_mentioned,rht_flag,comment_required_flag,action_required_by,importance_score,predictive_value_usd,score_evidence_json,summary,document_url,source_url,last_checked_at
upd-1faadc3fca6cae47,medicaid_data,cmsmedicaid-355d18eeb2817c77,dataset_signal,State Medicaid and CHIP Eligibility Processing Data,Centers for Medicare & Medicaid Services,cms;eligibility;medicaid;medicare,chip;cms;eligibility;medicaid;medicare;renewals;unwinding,2024-11-27,2026-06-26,,,,,,,,,false,false,,60,,"{""dataset_id"":""5abea2e0-3f8e-4b49-a50d-d63d5fd9103c"",""matched_keywords"":[""eligibility"",""Medicaid"",""Medicare""],""metric_name"":""beneficiaries_with_renewal_due"",""metric_period"":""202603"",""metric_value"":""30741"",""program_focus"":[""cms"",""eligibility"",""medicaid"",""medicare""],""rht_flag"":false,""score_version"":""placeholder-rule-v1"",""source_file"":""data/cms_medicaid_dataset_signals.csv"",""source_score_evidence_keys"":[""dataset_id"",""endpoint_type"",""method"",""metric_name"",""metric_period"",""metric_value"",""rht_flag"",""signal_dimension"",""state"",""topic_keys"",""why_matters""],""state"":""ME"",""topic_keys"":[""chip"",""cms"",""eligibility"",""medicaid"",""medicare"",""renewals"",""unwinding""]}",beneficiaries_with_renewal_due; 30741; ME,,https://data.medicaid.gov/api/1/datastore/query/5abea2e0-3f8e-4b49-a50d-d63d5fd9103c/0,2026-07-24T04:43:51Z
upd-ede3c4684b919c90,medicaid_data,cmsmedicaid-c933a42851da0ec4,dataset_signal,State Medicaid and CHIP Eligibility Processing Data,Centers for Medicare & Medicaid Services,cms;eligibility;medicaid;medicare,chip;cms;eligibility;medicaid;medicare;renewals;unwinding,2024-11-27,2026-06-26,,,,,,,,,false,false,,60,,"{""dataset_id"":""5abea2e0-3f8e-4b49-a50d-d63d5fd9103c"",""matched_keywords"":[""eligibility"",""Medicaid"",""Medicare""],""metric_name"":""pending_renewals"",""metric_period"":""202603"",""metric_value"":""2988"",""program_focus"":[""cms"",""eligibility"",""medicaid"",""medicare""],""rht_flag"":false,""score_version"":""placeholder-rule-v1"",""source_file"":""data/cms_medicaid_dataset_signals.csv"",""source_score_evidence_keys"":[""dataset_id"",""endpoint_type"",""method"",""metric_name"",""metric_period"",""metric_value"",""rht_flag"",""signal_dimension"",""state"",""topic_keys"",""why_matters""],""state"":""ME"",""topic_keys"":[""chip"",""cms"",""eligibility"",""medicaid"",""medicare"",""renewals"",""unwinding""]}",pending_renewals; 2988; ME,,https://data.medicaid.gov/api/1/datastore/query/5abea2e0-3f8e-4b49-a50d-d63d5fd9103c/0,2026-07-24T04:43:51Z
upd-dfadc6028389ba9f,medicaid_data,cmsmedicaid-301a4b95ae370192,dataset_signal,State Medicaid and CHIP Eligibility Processing Data,Centers for Medicare & Medicaid Services,cms;eligibility;medicaid;medicare,chip;cms;eligibility;medicaid;medicare;renewals;unwinding,2024-11-27,2026-06-26,,,,,,,,,false,false,,60,,"{""dataset_id"":""5abea2e0-3f8e-4b49-a50d-d63d5fd9103c"",""matched_keywords"":[""eligibility"",""Medicaid"",""Medicare""],""metric_name"":""beneficiaries_renewed_total"",""metric_period"":""202603"",""metric_value"":""151317"",""program_focus"":[""cms"",""eligibility"",""medicaid"",""medicare""],""rht_flag"":false,""score_version"":""placeholder-rule-v1"",""source_file"":""data/cms_medicaid_dataset_signals.csv"",""source_score_evidence_keys"":[""dataset_id"",""endpoint_type"",""method"",""metric_name"",""metric_period"",""metric_value"",""rht_flag"",""signal_dimension"",""state"",""topic_keys"",""why_matters""],""state"":""MI"",""topic_keys"":[""chip"",""cms"",""eligibility"",""medicaid"",""medicare"",""renewals"",""unwinding""]}",beneficiaries_renewed_total; 151317; MI,,https://data.medicaid.gov/api/1/datastore/query/5abea2e0-3f8e-4b49-a50d-d63d5fd9103c/0,2026-07-24T04:43:51Z
upd-3bc4f49f81cae416,medicaid_data,cmsmedicaid-941f48e370265648,dataset_signal,State Medicaid and CHIP Eligibility Processing Data,Centers for Medicare & Medicaid Services,cms;eligibility;medicaid;medicare,chip;cms;eligibility;medicaid;medicare;renewals;unwinding,2024-11-27,2026-06-26,,,,,,,,,false,false,,60,,"{""dataset_id"":""5abea2e0-3f8e-4b49-a50d-d63d5fd9103c"",""matched_keywords"":[""eligibility"",""Medicaid"",""Medicare""],""metric_name"":""beneficiaries_with_renewal_due"",""metric_period"":""202603"",""metric_value"":""198401"",""program_focus"":[""cms"",""eligibility"",""medicaid"",""medicare""],""rht_flag"":false,""score_version"":""placeholder-rule-v1"",""source_file"":""data/cms_medicaid_dataset_signals.csv"",""source_score_evidence_keys"":[""dataset_id"",""endpoint_type"",""method"",""metric_name"",""metric_period"",""metric_value"",""rht_flag"",""signal_dimension"",""state"",""topic_keys"",""why_matters""],""state"":""MI"",""topic_keys"":[""chip"",""cms"",""eligibility"",""medicaid"",""medicare"",""renewals"",""unwinding""]}",beneficiaries_with_renewal_due; 198401; MI,,https://data.medicaid.gov/api/1/datastore/query/5abea2e0-3f8e-4b49-a50d-d63d5fd9103c/0,2026-07-24T04:43:51Z
upd-d646fb54c7736934,medicaid_data,cmsmedicaid-f66b4eef9ad46c6e,dataset_signal,State Medicaid and CHIP Eligibility Processing Data,Centers for Medicare & Medicaid Services,cms;eligibility;medicaid;medicare,chip;cms;eligibility;medicaid;medicare;renewals;unwinding,2024-11-27,2026-06-26,,,,,,,,,false,false,,60,,"{""dataset_id"":""5abea2e0-3f8e-4b49-a50d-d63d5fd9103c"",""matched_keywords"":[""eligibility"",""Medicaid"",""Medicare""],""metric_name"":""pending_renewals"",""metric_period"":""202603"",""metric_value"":""13068"",""program_focus"":[""cms"",""eligibility"",""medicaid"",""medicare""],""rht_flag"":false,""score_version"":""placeholder-rule-v1"",""source_file"":""data/cms_medicaid_dataset_signals.csv"",""source_score_evidence_keys"":[""dataset_id"",""endpoint_type"",""method"",""metric_name"",""metric_period"",""metric_value"",""rht_flag"",""signal_dimension"",""state"",""topic_keys"",""why_matters""],""state"":""MI"",""topic_keys"":[""chip"",""cms"",""eligibility"",""medicaid"",""medicare"",""renewals"",""unwinding""]}",pending_renewals; 13068; MI,,https://data.medicaid.gov/api/1/datastore/query/5abea2e0-3f8e-4b49-a50d-d63d5fd9103c/0,2026-07-24T04:43:51Z
upd-711e745906c38241,medicaid_data,cmsmedicaid-a319edfdb25c00ec,dataset_signal,State Medicaid and CHIP Eligibility Processing Data,Centers for Medicare & Medicaid Services,cms;eligibility;medicaid;medicare,chip;cms;eligibility;medicaid;medicare;renewals;unwinding,2024-11-27,2026-06-26,,,,,,,,,false,false,,60,,"{""dataset_id"":""5abea2e0-3f8e-4b49-a50d-d63d5fd9103c"",""matched_keywords"":[""eligibility"",""Medicaid"",""Medicare""],""metric_name"":""beneficiaries_renewed_total"",""metric_period"":""202603"",""metric_value"":""78207"",""program_focus"":[""cms"",""eligibility"",""medicaid"",""medicare""],""rht_flag"":false,""score_version"":""placeholder-rule-v1"",""source_file"":""data/cms_medicaid_dataset_signals.csv"",""source_score_evidence_keys"":[""dataset_id"",""endpoint_type"",""method"",""metric_name"",""metric_period"",""metric_value"",""rht_flag"",""signal_dimension"",""state"",""topic_keys"",""why_matters""],""state"":""MN"",""topic_keys"":[""chip"",""cms"",""eligibility"",""medicaid"",""medicare"",""renewals"",""unwinding""]}",beneficiaries_renewed_total; 78207; MN,,https://data.medicaid.gov/api/1/datastore/query/5abea2e0-3f8e-4b49-a50d-d63d5fd9103c/0,2026-07-24T04:43:51Z
upd-70131f13ae62ae56,medicaid_data,cmsmedicaid-a853e20ef0a32061,dataset_signal,State Medicaid and CHIP Eligibility Processing Data,Centers for Medicare & Medicaid Services,cms;eligibility;medicaid;medicare,chip;cms;eligibility;medicaid;medicare;renewals;unwinding,2024-11-27,2026-06-26,,,,,,,,,false,false,,60,,"{""dataset_id"":""5abea2e0-3f8e-4b49-a50d-d63d5fd9103c"",""matched_keywords"":[""eligibility"",""Medicaid"",""Medicare""],""metric_name"":""beneficiaries_with_renewal_due"",""metric_period"":""202603"",""metric_value"":""95055"",""program_focus"":[""cms"",""eligibility"",""medicaid"",""medicare""],""rht_flag"":false,""score_version"":""placeholder-rule-v1"",""source_file"":""data/cms_medicaid_dataset_signals.csv"",""source_score_evidence_keys"":[""dataset_id"",""endpoint_type"",""method"",""metric_name"",""metric_period"",""metric_value"",""rht_flag"",""signal_dimension"",""state"",""topic_keys"",""why_matters""],""state"":""MN"",""topic_keys"":[""chip"",""cms"",""eligibility"",""medicaid"",""medicare"",""renewals"",""unwinding""]}",beneficiaries_with_renewal_due; 95055; MN,,https://data.medicaid.gov/api/1/datastore/query/5abea2e0-3f8e-4b49-a50d-d63d5fd9103c/0,2026-07-24T04:43:51Z
upd-7ae503447bcb18e8,medicaid_data,cmsmedicaid-239c65b56caca155,dataset_signal,State Medicaid and CHIP Eligibility Processing Data,Centers for Medicare & Medicaid Services,cms;eligibility;medicaid;medicare,chip;cms;eligibility;medicaid;medicare;renewals;unwinding,2024-11-27,2026-06-26,,,,,,,,,false,false,,60,,"{""dataset_id"":""5abea2e0-3f8e-4b49-a50d-d63d5fd9103c"",""matched_keywords"":[""eligibility"",""Medicaid"",""Medicare""],""metric_name"":""pending_renewals"",""metric_period"":""202603"",""metric_value"":""0"",""program_focus"":[""cms"",""eligibility"",""medicaid"",""medicare""],""rht_flag"":false,""score_version"":""placeholder-rule-v1"",""source_file"":""data/cms_medicaid_dataset_signals.csv"",""source_score_evidence_keys"":[""dataset_id"",""endpoint_type"",""method"",""metric_name"",""metric_period"",""metric_value"",""rht_flag"",""signal_dimension"",""state"",""topic_keys"",""why_matters""],""state"":""MN"",""topic_keys"":[""chip"",""cms"",""eligibility"",""medicaid"",""medicare"",""renewals"",""unwinding""]}",pending_renewals; 0; MN,,https://data.medicaid.gov/api/1/datastore/query/5abea2e0-3f8e-4b49-a50d-d63d5fd9103c/0,2026-07-24T04:43:51Z
upd-f7ed291bcfbdccec,medicaid_data,cmsmedicaid-d7e5f5fc437eef09,dataset_signal,State Medicaid and CHIP Eligibility Processing Data,Centers for Medicare & Medicaid Services,cms;eligibility;medicaid;medicare,chip;cms;eligibility;medicaid;medicare;renewals;unwinding,2024-11-27,2026-06-26,,,,,,,,,false,false,,60,,"{""dataset_id"":""5abea2e0-3f8e-4b49-a50d-d63d5fd9103c"",""matched_keywords"":[""eligibility"",""Medicaid"",""Medicare""],""metric_name"":""beneficiaries_renewed_total"",""metric_period"":""202603"",""metric_value"":""79724"",""program_focus"":[""cms"",""eligibility"",""medicaid"",""medicare""],""rht_flag"":false,""score_version"":""placeholder-rule-v1"",""source_file"":""data/cms_medicaid_dataset_signals.csv"",""source_score_evidence_keys"":[""dataset_id"",""endpoint_type"",""method"",""metric_name"",""metric_period"",""metric_value"",""rht_flag"",""signal_dimension"",""state"",""topic_keys"",""why_matters""],""state"":""MO"",""topic_keys"":[""chip"",""cms"",""eligibility"",""medicaid"",""medicare"",""renewals"",""unwinding""]}",beneficiaries_renewed_total; 79724; MO,,https://data.medicaid.gov/api/1/datastore/query/5abea2e0-3f8e-4b49-a50d-d63d5fd9103c/0,2026-07-24T04:43:51Z
upd-023d9388a5d0b198,medicaid_data,cmsmedicaid-5d6c2cad3a3c51dd,dataset_signal,State Medicaid and CHIP Eligibility Processing Data,Centers for Medicare & Medicaid Services,cms;eligibility;medicaid;medicare,chip;cms;eligibility;medicaid;medicare;renewals;unwinding,2024-11-27,2026-06-26,,,,,,,,,false,false,,60,,"{""dataset_id"":""5abea2e0-3f8e-4b49-a50d-d63d5fd9103c"",""matched_keywords"":[""eligibility"",""Medicaid"",""Medicare""],""metric_name"":""beneficiaries_with_renewal_due"",""metric_period"":""202603"",""metric_value"":""135791"",""program_focus"":[""cms"",""eligibility"",""medicaid"",""medicare""],""rht_flag"":false,""score_version"":""placeholder-rule-v1"",""source_file"":""data/cms_medicaid_dataset_signals.csv"",""source_score_evidence_keys"":[""dataset_id"",""endpoint_type"",""method"",""metric_name"",""metric_period"",""metric_value"",""rht_flag"",""signal_dimension"",""state"",""topic_keys"",""why_matters""],""state"":""MO"",""topic_keys"":[""chip"",""cms"",""eligibility"",""medicaid"",""medicare"",""renewals"",""unwinding""]}",beneficiaries_with_renewal_due; 135791; MO,,https://data.medicaid.gov/api/1/datastore/query/5abea2e0-3f8e-4b49-a50d-d63d5fd9103c/0,2026-07-24T04:43:51Z
upd-21041e4b8e01859a,medicaid_data,cmsmedicaid-252cc7ccb1c36060,dataset_signal,State Medicaid and CHIP Eligibility Processing Data,Centers for Medicare & Medicaid Services,cms;eligibility;medicaid;medicare,chip;cms;eligibility;medicaid;medicare;renewals;unwinding,2024-11-27,2026-06-26,,,,,,,,,false,false,,60,,"{""dataset_id"":""5abea2e0-3f8e-4b49-a50d-d63d5fd9103c"",""matched_keywords"":[""eligibility"",""Medicaid"",""Medicare""],""metric_name"":""pending_renewals"",""metric_period"":""202603"",""metric_value"":""27723"",""program_focus"":[""cms"",""eligibility"",""medicaid"",""medicare""],""rht_flag"":false,""score_version"":""placeholder-rule-v1"",""source_file"":""data/cms_medicaid_dataset_signals.csv"",""source_score_evidence_keys"":[""dataset_id"",""endpoint_type"",""method"",""metric_name"",""metric_period"",""metric_value"",""rht_flag"",""signal_dimension"",""state"",""topic_keys"",""why_matters""],""state"":""MO"",""topic_keys"":[""chip"",""cms"",""eligibility"",""medicaid"",""medicare"",""renewals"",""unwinding""]}",pending_renewals; 27723; MO,,https://data.medicaid.gov/api/1/datastore/query/5abea2e0-3f8e-4b49-a50d-d63d5fd9103c/0,2026-07-24T04:43:51Z
upd-83d4aed256ef1867,medicaid_data,cmsmedicaid-fd15d52e06f9603f,dataset_signal,State Medicaid and CHIP Eligibility Processing Data,Centers for Medicare & Medicaid Services,cms;eligibility;medicaid;medicare,chip;cms;eligibility;medicaid;medicare;renewals;unwinding,2024-11-27,2026-06-26,,,,,,,,,false,false,,60,,"{""dataset_id"":""5abea2e0-3f8e-4b49-a50d-d63d5fd9103c"",""matched_keywords"":[""eligibility"",""Medicaid"",""Medicare""],""metric_name"":""beneficiaries_renewed_total"",""metric_period"":""202603"",""metric_value"":""38812"",""program_focus"":[""cms"",""eligibility"",""medicaid"",""medicare""],""rht_flag"":false,""score_version"":""placeholder-rule-v1"",""source_file"":""data/cms_medicaid_dataset_signals.csv"",""source_score_evidence_keys"":[""dataset_id"",""endpoint_type"",""method"",""metric_name"",""metric_period"",""metric_value"",""rht_flag"",""signal_dimension"",""state"",""topic_keys"",""why_matters""],""state"":""MS"",""topic_keys"":[""chip"",""cms"",""eligibility"",""medicaid"",""medicare"",""renewals"",""unwinding""]}",beneficiaries_renewed_total; 38812; MS,,https://data.medicaid.gov/api/1/datastore/query/5abea2e0-3f8e-4b49-a50d-d63d5fd9103c/0,2026-07-24T04:43:51Z
upd-3c029ebe0c1095e7,medicaid_data,cmsmedicaid-101741d6363d3baa,dataset_signal,State Medicaid and CHIP Eligibility Processing Data,Centers for Medicare & Medicaid Services,cms;eligibility;medicaid;medicare,chip;cms;eligibility;medicaid;medicare;renewals;unwinding,2024-11-27,2026-06-26,,,,,,,,,false,false,,60,,"{""dataset_id"":""5abea2e0-3f8e-4b49-a50d-d63d5fd9103c"",""matched_keywords"":[""eligibility"",""Medicaid"",""Medicare""],""metric_name"":""beneficiaries_with_renewal_due"",""metric_period"":""202603"",""metric_value"":""45546"",""program_focus"":[""cms"",""eligibility"",""medicaid"",""medicare""],""rht_flag"":false,""score_version"":""placeholder-rule-v1"",""source_file"":""data/cms_medicaid_dataset_signals.csv"",""source_score_evidence_keys"":[""dataset_id"",""endpoint_type"",""method"",""metric_name"",""metric_period"",""metric_value"",""rht_flag"",""signal_dimension"",""state"",""topic_keys"",""why_matters""],""state"":""MS"",""topic_keys"":[""chip"",""cms"",""eligibility"",""medicaid"",""medicare"",""renewals"",""unwinding""]}",beneficiaries_with_renewal_due; 45546; MS,,https://data.medicaid.gov/api/1/datastore/query/5abea2e0-3f8e-4b49-a50d-d63d5fd9103c/0,2026-07-24T04:43:51Z
upd-c2851d800eb1fe99,medicaid_data,cmsmedicaid-e7aab84ccdd08043,dataset_signal,State Medicaid and CHIP Eligibility Processing Data,Centers for Medicare & Medicaid Services,cms;eligibility;medicaid;medicare,chip;cms;eligibility;medicaid;medicare;renewals;unwinding,2024-11-27,2026-06-26,,,,,,,,,false,false,,60,,"{""dataset_id"":""5abea2e0-3f8e-4b49-a50d-d63d5fd9103c"",""matched_keywords"":[""eligibility"",""Medicaid"",""Medicare""],""metric_name"":""pending_renewals"",""metric_period"":""202603"",""metric_value"":""24"",""program_focus"":[""cms"",""eligibility"",""medicaid"",""medicare""],""rht_flag"":false,""score_version"":""placeholder-rule-v1"",""source_file"":""data/cms_medicaid_dataset_signals.csv"",""source_score_evidence_keys"":[""dataset_id"",""endpoint_type"",""method"",""metric_name"",""metric_period"",""metric_value"",""rht_flag"",""signal_dimension"",""state"",""topic_keys"",""why_matters""],""state"":""MS"",""topic_keys"":[""chip"",""cms"",""eligibility"",""medicaid"",""medicare"",""renewals"",""unwinding""]}",pending_renewals; 24; MS,,https://data.medicaid.gov/api/1/datastore/query/5abea2e0-3f8e-4b49-a50d-d63d5fd9103c/0,2026-07-24T04:43:51Z
upd-02a0a21b24087bdf,medicaid_data,cmsmedicaid-944c04f91aa535e4,dataset_signal,State Medicaid and CHIP Eligibility Processing Data,Centers for Medicare & Medicaid Services,cms;eligibility;medicaid;medicare,chip;cms;eligibility;medicaid;medicare;renewals;unwinding,2024-11-27,2026-06-26,,,,,,,,,false,false,,60,,"{""dataset_id"":""5abea2e0-3f8e-4b49-a50d-d63d5fd9103c"",""matched_keywords"":[""eligibility"",""Medicaid"",""Medicare""],""metric_name"":""beneficiaries_renewed_total"",""metric_period"":""202603"",""metric_value"":""10145"",""program_focus"":[""cms"",""eligibility"",""medicaid"",""medicare""],""rht_flag"":false,""score_version"":""placeholder-rule-v1"",""source_file"":""data/cms_medicaid_dataset_signals.csv"",""source_score_evidence_keys"":[""dataset_id"",""endpoint_type"",""method"",""metric_name"",""metric_period"",""metric_value"",""rht_flag"",""signal_dimension"",""state"",""topic_keys"",""why_matters""],""state"":""MT"",""topic_keys"":[""chip"",""cms"",""eligibility"",""medicaid"",""medicare"",""renewals"",""unwinding""]}",beneficiaries_renewed_total; 10145; MT,,https://data.medicaid.gov/api/1/datastore/query/5abea2e0-3f8e-4b49-a50d-d63d5fd9103c/0,2026-07-24T04:43:51Z
upd-518ca1803852417c,medicaid_data,cmsmedicaid-b041a3d63eb94f26,dataset_signal,State Medicaid and CHIP Eligibility Processing Data,Centers for Medicare & Medicaid Services,cms;eligibility;medicaid;medicare,chip;cms;eligibility;medicaid;medicare;renewals;unwinding,2024-11-27,2026-06-26,,,,,,,,,false,false,,60,,"{""dataset_id"":""5abea2e0-3f8e-4b49-a50d-d63d5fd9103c"",""matched_keywords"":[""eligibility"",""Medicaid"",""Medicare""],""metric_name"":""beneficiaries_with_renewal_due"",""metric_period"":""202603"",""metric_value"":""17846"",""program_focus"":[""cms"",""eligibility"",""medicaid"",""medicare""],""rht_flag"":false,""score_version"":""placeholder-rule-v1"",""source_file"":""data/cms_medicaid_dataset_signals.csv"",""source_score_evidence_keys"":[""dataset_id"",""endpoint_type"",""method"",""metric_name"",""metric_period"",""metric_value"",""rht_flag"",""signal_dimension"",""state"",""topic_keys"",""why_matters""],""state"":""MT"",""topic_keys"":[""chip"",""cms"",""eligibility"",""medicaid"",""medicare"",""renewals"",""unwinding""]}",beneficiaries_with_renewal_due; 17846; MT,,https://data.medicaid.gov/api/1/datastore/query/5abea2e0-3f8e-4b49-a50d-d63d5fd9103c/0,2026-07-24T04:43:51Z
upd-1cd7fbceef357ded,medicaid_data,cmsmedicaid-d475c488e4d51fb9,dataset_signal,State Medicaid and CHIP Eligibility Processing Data,Centers for Medicare & Medicaid Services,cms;eligibility;medicaid;medicare,chip;cms;eligibility;medicaid;medicare;renewals;unwinding,2024-11-27,2026-06-26,,,,,,,,,false,false,,60,,"{""dataset_id"":""5abea2e0-3f8e-4b49-a50d-d63d5fd9103c"",""matched_keywords"":[""eligibility"",""Medicaid"",""Medicare""],""metric_name"":""pending_renewals"",""metric_period"":""202603"",""metric_value"":""4224"",""program_focus"":[""cms"",""eligibility"",""medicaid"",""medicare""],""rht_flag"":false,""score_version"":""placeholder-rule-v1"",""source_file"":""data/cms_medicaid_dataset_signals.csv"",""source_score_evidence_keys"":[""dataset_id"",""endpoint_type"",""method"",""metric_name"",""metric_period"",""metric_value"",""rht_flag"",""signal_dimension"",""state"",""topic_keys"",""why_matters""],""state"":""MT"",""topic_keys"":[""chip"",""cms"",""eligibility"",""medicaid"",""medicare"",""renewals"",""unwinding""]}",pending_renewals; 4224; MT,,https://data.medicaid.gov/api/1/datastore/query/5abea2e0-3f8e-4b49-a50d-d63d5fd9103c/0,2026-07-24T04:43:51Z
upd-8581741479ee684b,medicaid_data,cmsmedicaid-f5f1fe4273b48d6f,dataset_signal,State Medicaid and CHIP Eligibility Processing Data,Centers for Medicare & Medicaid Services,cms;eligibility;medicaid;medicare,chip;cms;eligibility;medicaid;medicare;renewals;unwinding,2024-11-27,2026-06-26,,,,,,,,,false,false,,60,,"{""dataset_id"":""5abea2e0-3f8e-4b49-a50d-d63d5fd9103c"",""matched_keywords"":[""eligibility"",""Medicaid"",""Medicare""],""metric_name"":""beneficiaries_renewed_total"",""metric_period"":""202603"",""metric_value"":""171963"",""program_focus"":[""cms"",""eligibility"",""medicaid"",""medicare""],""rht_flag"":false,""score_version"":""placeholder-rule-v1"",""source_file"":""data/cms_medicaid_dataset_signals.csv"",""source_score_evidence_keys"":[""dataset_id"",""endpoint_type"",""method"",""metric_name"",""metric_period"",""metric_value"",""rht_flag"",""signal_dimension"",""state"",""topic_keys"",""why_matters""],""state"":""NC"",""topic_keys"":[""chip"",""cms"",""eligibility"",""medicaid"",""medicare"",""renewals"",""unwinding""]}",beneficiaries_renewed_total; 171963; NC,,https://data.medicaid.gov/api/1/datastore/query/5abea2e0-3f8e-4b49-a50d-d63d5fd9103c/0,2026-07-24T04:43:51Z
